table_id,model_key,dataset_id,concept,metric,estimate,ci_low,ci_high,numerator,denominator,execution_status
T1,q3-32,nih,Effusion,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,q3-32,nih,Effusion,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,q3-32,nih,Atelectasis,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,q3-32,nih,Atelectasis,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,q3-32,nih,Pneumothorax,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,q3-32,nih,Pneumothorax,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,q3-32,nih,Cardiomegaly,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,q3-32,nih,Cardiomegaly,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,q3-32,nih,Mass,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,q3-32,nih,Mass,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,q3-32,nih,Nodule,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,q3-32,nih,Nodule,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T2,q3-32,nih,all,readable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,q3-32,nih,all,answer_capable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,q3-32,nih,all,steering_reference_count,TBD,,,TBD,TBD,NOT_STARTED
T2,q3-32,nih,all,competitor_wins_among_readable,TBD,,,TBD,TBD,NOT_STARTED
T2,q3-32,chexpert,all,readable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,q3-32,chexpert,all,answer_capable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,q3-32,chexpert,all,steering_reference_count,TBD,,,TBD,TBD,NOT_STARTED
T2,q3-32,chexpert,all,competitor_wins_among_readable,TBD,,,TBD,TBD,NOT_STARTED
T2,q3-32,coco,all,readable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,q3-32,coco,all,answer_capable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,q3-32,coco,all,steering_reference_count,TBD,,,TBD,TBD,NOT_STARTED
T2,q3-32,coco,all,competitor_wins_among_readable,TBD,,,TBD,TBD,NOT_STARTED
T3,q3-32,nih,Effusion,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,q3-32,nih,Effusion,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,q3-32,nih,Mass,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,q3-32,nih,Mass,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,q3-32,nih,all,median_signed_dose_O_range,TBD,TBD,TBD,,,NOT_STARTED
T3,q3-32,nih,all,median_refit_O_sd,TBD,TBD,TBD,,,NOT_STARTED
T3,q3-32,nih,all,connector_median_O,TBD,TBD,TBD,,,NOT_STARTED
T3,q3-32,nih,all,median_label_gap,TBD,TBD,TBD,,,NOT_STARTED
T3,q3-32,chexpert,Effusion,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,q3-32,chexpert,Effusion,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,q3-32,chexpert,Edema,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,q3-32,chexpert,Edema,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,q3-32,chexpert,all,median_signed_dose_O_range,TBD,TBD,TBD,,,NOT_STARTED
T3,q3-32,chexpert,all,median_refit_O_sd,TBD,TBD,TBD,,,NOT_STARTED
T3,q3-32,chexpert,all,connector_median_O,TBD,TBD,TBD,,,NOT_STARTED
T3,q3-32,chexpert,all,median_label_gap,TBD,TBD,TBD,,,NOT_STARTED
T3,q3-32,coco,person,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,q3-32,coco,person,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,q3-32,coco,bottle,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,q3-32,coco,bottle,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,q3-32,coco,all,median_signed_dose_O_range,TBD,TBD,TBD,,,NOT_STARTED
T3,q3-32,coco,all,median_refit_O_sd,TBD,TBD,TBD,,,NOT_STARTED
T3,q3-32,coco,all,connector_median_O,TBD,TBD,TBD,,,NOT_STARTED
T3,q3-32,coco,all,median_label_gap,TBD,TBD,TBD,,,NOT_STARTED
T1,iv35-8,nih,Effusion,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,iv35-8,nih,Effusion,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,iv35-8,nih,Atelectasis,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,iv35-8,nih,Atelectasis,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,iv35-8,nih,Pneumothorax,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,iv35-8,nih,Pneumothorax,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,iv35-8,nih,Cardiomegaly,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,iv35-8,nih,Cardiomegaly,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,iv35-8,nih,Mass,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,iv35-8,nih,Mass,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,iv35-8,nih,Nodule,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,iv35-8,nih,Nodule,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T2,iv35-8,nih,all,readable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,iv35-8,nih,all,answer_capable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,iv35-8,nih,all,steering_reference_count,TBD,,,TBD,TBD,NOT_STARTED
T2,iv35-8,nih,all,competitor_wins_among_readable,TBD,,,TBD,TBD,NOT_STARTED
T2,iv35-8,chexpert,all,readable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,iv35-8,chexpert,all,answer_capable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,iv35-8,chexpert,all,steering_reference_count,TBD,,,TBD,TBD,NOT_STARTED
T2,iv35-8,chexpert,all,competitor_wins_among_readable,TBD,,,TBD,TBD,NOT_STARTED
T2,iv35-8,coco,all,readable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,iv35-8,coco,all,answer_capable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,iv35-8,coco,all,steering_reference_count,TBD,,,TBD,TBD,NOT_STARTED
T2,iv35-8,coco,all,competitor_wins_among_readable,TBD,,,TBD,TBD,NOT_STARTED
T3,iv35-8,nih,Effusion,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-8,nih,Effusion,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-8,nih,Mass,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-8,nih,Mass,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-8,nih,all,median_signed_dose_O_range,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-8,nih,all,median_refit_O_sd,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-8,nih,all,connector_median_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-8,nih,all,median_label_gap,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-8,chexpert,Effusion,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-8,chexpert,Effusion,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-8,chexpert,Edema,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-8,chexpert,Edema,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-8,chexpert,all,median_signed_dose_O_range,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-8,chexpert,all,median_refit_O_sd,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-8,chexpert,all,connector_median_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-8,chexpert,all,median_label_gap,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-8,coco,person,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-8,coco,person,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-8,coco,bottle,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-8,coco,bottle,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-8,coco,all,median_signed_dose_O_range,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-8,coco,all,median_refit_O_sd,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-8,coco,all,connector_median_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-8,coco,all,median_label_gap,TBD,TBD,TBD,,,NOT_STARTED
T1,iv35-14,nih,Effusion,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,iv35-14,nih,Effusion,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,iv35-14,nih,Atelectasis,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,iv35-14,nih,Atelectasis,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,iv35-14,nih,Pneumothorax,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,iv35-14,nih,Pneumothorax,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,iv35-14,nih,Cardiomegaly,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,iv35-14,nih,Cardiomegaly,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,iv35-14,nih,Mass,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,iv35-14,nih,Mass,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,iv35-14,nih,Nodule,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,iv35-14,nih,Nodule,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T2,iv35-14,nih,all,readable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,iv35-14,nih,all,answer_capable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,iv35-14,nih,all,steering_reference_count,TBD,,,TBD,TBD,NOT_STARTED
T2,iv35-14,nih,all,competitor_wins_among_readable,TBD,,,TBD,TBD,NOT_STARTED
T2,iv35-14,chexpert,all,readable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,iv35-14,chexpert,all,answer_capable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,iv35-14,chexpert,all,steering_reference_count,TBD,,,TBD,TBD,NOT_STARTED
T2,iv35-14,chexpert,all,competitor_wins_among_readable,TBD,,,TBD,TBD,NOT_STARTED
T2,iv35-14,coco,all,readable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,iv35-14,coco,all,answer_capable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,iv35-14,coco,all,steering_reference_count,TBD,,,TBD,TBD,NOT_STARTED
T2,iv35-14,coco,all,competitor_wins_among_readable,TBD,,,TBD,TBD,NOT_STARTED
T3,iv35-14,nih,Effusion,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-14,nih,Effusion,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-14,nih,Mass,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-14,nih,Mass,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-14,nih,all,median_signed_dose_O_range,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-14,nih,all,median_refit_O_sd,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-14,nih,all,connector_median_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-14,nih,all,median_label_gap,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-14,chexpert,Effusion,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-14,chexpert,Effusion,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-14,chexpert,Edema,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-14,chexpert,Edema,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-14,chexpert,all,median_signed_dose_O_range,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-14,chexpert,all,median_refit_O_sd,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-14,chexpert,all,connector_median_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-14,chexpert,all,median_label_gap,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-14,coco,person,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-14,coco,person,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-14,coco,bottle,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-14,coco,bottle,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-14,coco,all,median_signed_dose_O_range,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-14,coco,all,median_refit_O_sd,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-14,coco,all,connector_median_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-14,coco,all,median_label_gap,TBD,TBD,TBD,,,NOT_STARTED
T1,iv35-38,nih,Effusion,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,iv35-38,nih,Effusion,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,iv35-38,nih,Atelectasis,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,iv35-38,nih,Atelectasis,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,iv35-38,nih,Pneumothorax,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,iv35-38,nih,Pneumothorax,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,iv35-38,nih,Cardiomegaly,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,iv35-38,nih,Cardiomegaly,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,iv35-38,nih,Mass,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,iv35-38,nih,Mass,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,iv35-38,nih,Nodule,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,iv35-38,nih,Nodule,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T2,iv35-38,nih,all,readable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,iv35-38,nih,all,answer_capable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,iv35-38,nih,all,steering_reference_count,TBD,,,TBD,TBD,NOT_STARTED
T2,iv35-38,nih,all,competitor_wins_among_readable,TBD,,,TBD,TBD,NOT_STARTED
T2,iv35-38,chexpert,all,readable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,iv35-38,chexpert,all,answer_capable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,iv35-38,chexpert,all,steering_reference_count,TBD,,,TBD,TBD,NOT_STARTED
T2,iv35-38,chexpert,all,competitor_wins_among_readable,TBD,,,TBD,TBD,NOT_STARTED
T2,iv35-38,coco,all,readable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,iv35-38,coco,all,answer_capable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,iv35-38,coco,all,steering_reference_count,TBD,,,TBD,TBD,NOT_STARTED
T2,iv35-38,coco,all,competitor_wins_among_readable,TBD,,,TBD,TBD,NOT_STARTED
T3,iv35-38,nih,Effusion,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-38,nih,Effusion,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-38,nih,Mass,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-38,nih,Mass,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-38,nih,all,median_signed_dose_O_range,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-38,nih,all,median_refit_O_sd,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-38,nih,all,connector_median_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-38,nih,all,median_label_gap,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-38,chexpert,Effusion,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-38,chexpert,Effusion,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-38,chexpert,Edema,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-38,chexpert,Edema,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-38,chexpert,all,median_signed_dose_O_range,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-38,chexpert,all,median_refit_O_sd,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-38,chexpert,all,connector_median_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-38,chexpert,all,median_label_gap,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-38,coco,person,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-38,coco,person,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-38,coco,bottle,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-38,coco,bottle,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-38,coco,all,median_signed_dose_O_range,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-38,coco,all,median_refit_O_sd,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-38,coco,all,connector_median_O,TBD,TBD,TBD,,,NOT_STARTED
T3,iv35-38,coco,all,median_label_gap,TBD,TBD,TBD,,,NOT_STARTED
T1,gemma3-4,nih,Effusion,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,gemma3-4,nih,Effusion,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,gemma3-4,nih,Atelectasis,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,gemma3-4,nih,Atelectasis,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,gemma3-4,nih,Pneumothorax,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,gemma3-4,nih,Pneumothorax,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,gemma3-4,nih,Cardiomegaly,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,gemma3-4,nih,Cardiomegaly,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,gemma3-4,nih,Mass,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,gemma3-4,nih,Mass,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,gemma3-4,nih,Nodule,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,gemma3-4,nih,Nodule,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T2,gemma3-4,nih,all,readable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,gemma3-4,nih,all,answer_capable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,gemma3-4,nih,all,steering_reference_count,TBD,,,TBD,TBD,NOT_STARTED
T2,gemma3-4,nih,all,competitor_wins_among_readable,TBD,,,TBD,TBD,NOT_STARTED
T2,gemma3-4,chexpert,all,readable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,gemma3-4,chexpert,all,answer_capable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,gemma3-4,chexpert,all,steering_reference_count,TBD,,,TBD,TBD,NOT_STARTED
T2,gemma3-4,chexpert,all,competitor_wins_among_readable,TBD,,,TBD,TBD,NOT_STARTED
T2,gemma3-4,coco,all,readable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,gemma3-4,coco,all,answer_capable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,gemma3-4,coco,all,steering_reference_count,TBD,,,TBD,TBD,NOT_STARTED
T2,gemma3-4,coco,all,competitor_wins_among_readable,TBD,,,TBD,TBD,NOT_STARTED
T3,gemma3-4,nih,Effusion,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-4,nih,Effusion,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-4,nih,Mass,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-4,nih,Mass,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-4,nih,all,median_signed_dose_O_range,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-4,nih,all,median_refit_O_sd,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-4,nih,all,connector_median_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-4,nih,all,median_label_gap,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-4,chexpert,Effusion,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-4,chexpert,Effusion,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-4,chexpert,Edema,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-4,chexpert,Edema,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-4,chexpert,all,median_signed_dose_O_range,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-4,chexpert,all,median_refit_O_sd,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-4,chexpert,all,connector_median_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-4,chexpert,all,median_label_gap,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-4,coco,person,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-4,coco,person,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-4,coco,bottle,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-4,coco,bottle,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-4,coco,all,median_signed_dose_O_range,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-4,coco,all,median_refit_O_sd,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-4,coco,all,connector_median_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-4,coco,all,median_label_gap,TBD,TBD,TBD,,,NOT_STARTED
T1,gemma3-12,nih,Effusion,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,gemma3-12,nih,Effusion,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,gemma3-12,nih,Atelectasis,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,gemma3-12,nih,Atelectasis,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,gemma3-12,nih,Pneumothorax,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,gemma3-12,nih,Pneumothorax,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,gemma3-12,nih,Cardiomegaly,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,gemma3-12,nih,Cardiomegaly,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,gemma3-12,nih,Mass,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,gemma3-12,nih,Mass,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T1,gemma3-12,nih,Nodule,calibration_selectivity,TBD,TBD,TBD,,,NOT_STARTED
T1,gemma3-12,nih,Nodule,test_ownership_O,TBD,TBD,TBD,,,NOT_STARTED
T2,gemma3-12,nih,all,readable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,gemma3-12,nih,all,answer_capable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,gemma3-12,nih,all,steering_reference_count,TBD,,,TBD,TBD,NOT_STARTED
T2,gemma3-12,nih,all,competitor_wins_among_readable,TBD,,,TBD,TBD,NOT_STARTED
T2,gemma3-12,chexpert,all,readable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,gemma3-12,chexpert,all,answer_capable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,gemma3-12,chexpert,all,steering_reference_count,TBD,,,TBD,TBD,NOT_STARTED
T2,gemma3-12,chexpert,all,competitor_wins_among_readable,TBD,,,TBD,TBD,NOT_STARTED
T2,gemma3-12,coco,all,readable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,gemma3-12,coco,all,answer_capable_count,TBD,,,TBD,TBD,NOT_STARTED
T2,gemma3-12,coco,all,steering_reference_count,TBD,,,TBD,TBD,NOT_STARTED
T2,gemma3-12,coco,all,competitor_wins_among_readable,TBD,,,TBD,TBD,NOT_STARTED
T3,gemma3-12,nih,Effusion,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-12,nih,Effusion,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-12,nih,Mass,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-12,nih,Mass,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-12,nih,all,median_signed_dose_O_range,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-12,nih,all,median_refit_O_sd,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-12,nih,all,connector_median_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-12,nih,all,median_label_gap,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-12,chexpert,Effusion,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-12,chexpert,Effusion,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-12,chexpert,Edema,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-12,chexpert,Edema,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-12,chexpert,all,median_signed_dose_O_range,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-12,chexpert,all,median_refit_O_sd,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-12,chexpert,all,connector_median_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-12,chexpert,all,median_label_gap,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-12,coco,person,wording_IY_minus_WY_O,TBD,TBD,TBD,,,NOT_STARTED
T3,gemma3-12,coco,person,mapping_IA_minus_IB_O,TBD,TBD,TBD,,,NOT_STARTED
